,"(2E,4E)-3,7-Dimethyl-2,4-octadiene","(2E,4E)-3,7-Dimethylocta-2,4-diene","1,2-Benzenedicarboxylic acid","1,2-Benzenedicarboxylic acid, bis(2-methylpropyl) ester","1,2-Benzisothiazole","1,3,7-Octatriene, 2,7-dimethyl-","1,3-Hexadiene, 3-ethyl-2,5-dimethyl-","1,3-Octadiene","1,3-Pentadiene","1,6-Octadiene, 2,6-dimethyl-, (Z)-","1,6-Octadiene, 3,7-dimethyl-, (S)-","1,7-Octadiene, 2,7-dimethyl-",1-Butanol,"1-Butanol, 3-methyl-","1-Butene, 3-methyl-",1-Dodecanethiol,1-Dodecanol,1-Dodecene,1-Heptene,1-Hexadecanol,1-Hexanol,"1-Hexanol, 2-ethyl-",1-Octadecanol,1-Octanol,1-Octene,"1-Octene, 3,7-dimethyl",1-Pentanethiol,1-Pentanol,1-Penten-3-ol,"1-Pentene, 2,4,4-trimethyl-",1-Propanol,"1-Propanol, 2-methyl-",2(5H)-Furanone,"2,4-Dimethylfuran","2,4-Hexadiene, (E,Z)-","2,4-Octadiene","2,5-Furandione, 3-methyl-","2,6-Dimethyl-2-trans-6-octadiene","2,6-Octadiene","2,6-Octadiene, 2,6-dimethyl-",2-Butanol,2-Butanone,2-Butenal,2-Cyclopenten-1-one,"2-Decenal, (Z)-",2-Ethylhexyl salicylate,2-Heptanone,"2-Heptene, (E)-",2-Methyl-1-butene,"2-Nonanone, 3-(hydroxymethyl)-","2-Nonene, (E)-",2-Octanone,"2-Octene, (E)-","2-Octene, (Z)-","2-Octene, 3,7-dimethyl-, (Z)-",2-Pentanone,"2-Pentanone, 3-methyl-","2-Pentene, (E)-","2-Pentene, 4-methyl-",2-Thiophenecarboxaldehyde,"3,5-Octadiene, (Z,Z)-","3-Ethyl-1,5-octadiene",3-Hexen-1-ol,"3-Hexene, (Z)-",3-Methyl-2-butene-1-thiol,3-Methylcyclopentyl acetate,"3-Nonene, (E)-",3-Octanone,"3-Octene, (E)-","3-Octene, (Z)-",3-Pentanol,3-Pentanone,"4-Nonenal, (E)-",4-Nonene,"4-Octene, (E)-","5-Decene, (E)-","5-Hepten-2-one, 6-methyl-",Acetaldehyde,Acetic acid,"Acetic acid, butyl ester","Acetic acid, methyl ester",Acetophenone,Benzaldehyde,Benzene,"Benzene, 1,1'-[1,2-ethanediylbis(oxy)]bis-","Benzene, 1,3-dimethyl-",Benzeneacetaldehyde,"Benzenesulfonamide, N-butyl-",Benzoic acid,Benzonitrile,Benzophenone,"Butanoic acid, ethyl ester","Butanoic acid, methyl ester",Butyrolactone,C2H5CH=CHCH=CH2,Carbon disulfide,cis-2-Nonene,"Cyclopentaneacetic acid, 3-oxo-2-pentyl-, methyl ester","Cyclopropane, 1,1-dimethyl-2-(2-methyl-2-propenyl)-",Decanal,Decane,Dimethyl sulfide,Dimethyl sulfone,Dimethyl Sulfoxide,Dimethyl trisulfide,Diphenyl ether,"Disulfide, dimethyl",Dodecane,Dodecanoic acid,Eicosane,"Ethane, isothiocyanato-",Ethanol,"Ethanol, 2-(dodecyloxy)-",Ethyl Acetate,Ethylbenzene,"Furan, 2-ethyl-","Furan, 2-methyl-","Furan, 2-pentyl-","Furan, 3-methyl-",Glycerin,Heptadecane,Heptanal,Heptane,"Heptane, 2-methyl-",Hexadecane,"Hexadecenoic acid, Z-11-",Hexanal,Hexanoic acid,"Hydrazine, ethyl-",Isoprene,Isopropyl myristate,Isopropyl palmitate,Methanethiol,Methyl Isobutyl Ketone,Methyl methacrylate,Methyl thiolacetate,Methyl vinyl ketone,n-Decanoic acid,n-Hexadecanoic acid,n-Hexane,n-Propyl acetate,Nonadecane,Nonanal,Nonane,"Nonane, 2-methyl-",Nonanoic acid,Octadecane,Octadecanoic acid,Octanal,"Octane, 2-methyl-",Octanoic acid,p-Xylene,Pentadecane,Pentadecanoic acid,Pentanal,"Pentane, 2-methyl-",Pentanoic acid,"Pentanoic acid, 2,2,4-trimethyl-3-carboxyisopropyl, isobutyl ester",Phenol,Phenylmaleic anhydride,Propanoic acid,"Propanoic acid, ethyl ester",Alkene1,Alkene2,Acid1,Sulfone1,Biphenyl1,Alcohol1,Amide1,Tetradecanoic acid,"Tetrasulfide, dimethyl",Thiazole,"Thiazole, 2-methyl-",Thiophene,"Thiophene, 2-ethyl-","Thiophene, 2-methyl-","Thiophene, 3,4-dimethyl-","Thiophene, 3-methyl-",Toluene,trans-3-Decene,trans--4-Nonene,Tridecane
190212_12,1.585343127,0.52169655,0.069230019,0.035700048,0.005644468,0.137987547,0.102229691,0.014303743,0.065813154,0.020927685,0.728889812,1.572317136,0.463470496,0.040758397,0.403908976,0.01022388,0.006637389,0.008425252,0.047151964,0.116542762,0.037785271,0.183156965,0.09940331,0.009930684,0.187001171,0.029419227,0.04375998,0.106539658,0.051508835,0.125416236,0.387293259,0.346812164,0.012695104,0.448059416,0.018924928,0.413788511,0.022962429,0.083004356,0.017259387,0.048312651,0.208336056,3.808943742,0.078403464,0.00392279,0.012052247,0.314228692,0.065436387,0.218485128,0.320598496,0.015369153,0.034700434,0.057096154,0.569175472,1.058397921,1.632839636,0.170241179,4.340700911,0.434081385,0.366535094,0.057444969,0.031331343,0.021700465,0.018928151,0.010076559,0.05215908,0.039987664,0.032608223,0.077382251,5.00692952,0.419084869,0.108984508,1.241711865,0.010699323,0.038321123,1.074659494,0.008668791,0.077736961,3.181211587,5.530088493,0.053676959,0.178525886,0.065740476,0.055383768,0.447182948,0.005650621,0.016930911,0.020495215,0.037746697,0.463659815,0.015579764,0.008815171,0.393713977,0.027614153,0.035735364,0.015170411,13.71725093,0.015057006,0.044317395,0.015992318,0.018279388,0.102749661,3.904713281,1.256323837,4.084137987,0.254764108,0.029233838,1.040459455,0.01687835,0.020525531,0.023961842,0.003256345,3.308224062,0.053603351,5.518192038,0.041597632,0.213178041,0.082841648,0.066352629,0.046245827,0.356305744,0.009835008,0.052012018,1.239176103,0.089097635,0.006806332,0.027937523,0.06361729,0.110433414,4.646418179,0.207621273,0.11026133,0.005490995,0.685086459,0.085540377,0.030187137,0.534058779,0.091955732,0.032815823,0.102717381,2.995690662,0.241085259,0.019725094,0.033845236,0.817122837,0.025946671,0.033509302,0.010940145,0.175180287,0.035693507,0.028687504,0.062411876,0.017692398,0.008199171,0.028011966,0.287355015,0.177818726,0.142935338,0.011341675,0.165269284,0.030939706,0.248410021,0.136466586,0.011662645,0.089818523,0.022197425,0.009062028,0.20806793,0.053919075,2.765432507,0.02177439,0.007055518,0.088440578,0.013691366,2.276218528,0.098729313,2.129530556,0.035587396,1.520904707,1.250132471,0.029065647,0.033820296,0.013982455
190212_13,1.680130302,0.393302914,0.048293373,0.020724889,0.004931658,0.125370336,0.054440758,0.02220564,0.071271045,0.011995778,0.650191756,1.085534658,0.350258432,0.028726255,0.466227715,0.008166237,0.008285906,0.010632768,0.063563086,0.036023392,0.04816629,0.144534193,0.042824366,0.007456309,0.202706543,0.033041231,0.02281837,0.039213324,0.037090285,0.084873286,0.120168281,0.107998405,0.008497334,0.492086708,0.00679436,0.272285408,0.020754071,0.065076155,0.012199679,0.046427748,0.310044289,3.657205364,0.027101845,0.005355659,0.01351244,0.057693872,0.059210468,0.041307769,0.375072008,0.017134799,0.041612885,0.050896899,0.650401698,1.487032518,1.353911159,0.0759156,3.90749558,0.496581726,0.417991351,0.018188872,0.028529621,0.017543057,0.017487289,0.024736856,0.030803912,0.034368265,0.035494421,0.073084576,6.589589156,0.24314616,0.152458366,2.653714095,0.008669995,0.038972239,1.515763949,0.007722363,0.072932116,0.624819667,4.502631758,0.035522754,0.146278647,0.079133718,0.055231211,0.465822331,0.0062486,0.014871449,0.021642538,0.01605494,0.476595132,0.020245251,0.006509347,0.424707423,0.018030125,0.039048633,0.024447989,17.34152301,0.017328329,0.007322204,0.00764414,0.020850371,0.101447073,5.303909333,3.368910054,4.893742082,1.194364602,0.037014691,3.528470198,0.01694037,0.023579379,0.028675516,0.004000258,2.540229356,0.015747571,0.871260893,0.048104039,0.170642175,0.064000314,0.089322253,0.09899986,0.07759305,0.008762849,0.05202356,2.627717012,0.063686413,0.00756435,0.021901635,0.057747925,0.101380935,3.806695025,0.249930558,0.031858867,0.003234562,0.246921207,0.067032658,0.039906775,0.625507108,0.123233824,0.01520854,0.051569006,6.027698551,0.123105648,0.019142497,0.049394379,0.812272778,0.025232057,0.030233168,0.009367479,0.146720202,0.033105475,0.031218866,0.056437286,0.015472797,0.008733944,0.020488671,0.163529979,0.209211889,0.066390811,0.013966374,0.098851271,0.039303059,0.076003784,0.08976905,0.008898341,0.036821226,0.018795543,0.015777733,0.080765541,0.056600638,1.352322415,0.015328992,0.010626171,0.031533061,0.005815912,0.221021714,0.070267057,0.770836489,0.024708147,1.03908274,1.384925308,0.024939793,0.035066664,0.014898574
190212_14,1.2190843,0.218741106,0.091797437,0.154004089,0.011291197,0.052581099,0.025672351,0.022762793,0.014365557,0.007534511,0.538225507,0.86758485,0.293583708,0.019917785,0.271514138,0.013832861,0.011670389,0.012473802,0.033183467,0.198543913,0.046737578,0.127790702,0.140037807,0.01013746,0.068872754,0.022004503,0.01279568,0.023662256,0.0225022,0.039393755,0.065258133,0.084636645,0.015428789,0.357625387,0.003810477,0.141457351,0.037615102,0.033841786,0.006943068,0.018767619,0.265718794,3.172726291,0.031449069,0.013639777,0.017565352,0.559330783,0.052895108,0.013159674,0.091140763,0.011586249,0.017579446,0.06325344,0.243502861,1.663952546,0.995454688,0.058636332,3.302080482,0.275306669,0.156996706,0.012584837,0.013552419,0.00817977,0.024644401,0.011923019,0.019871886,0.033689291,0.017946729,0.061351537,5.511890763,0.097248777,0.071017233,0.833254199,0.009371372,0.01757752,1.668723558,0.007423664,0.061719102,0.592491654,4.657331016,0.061224905,0.142161216,0.075638992,0.088878413,0.777536022,0.024606818,0.016191471,0.020363899,2.312188309,0.336140802,0.029262167,0.028208684,0.083157742,0.012951322,0.072091763,0.009879263,21.47267955,0.020341889,0.048518392,0.009120691,0.034569187,0.049784714,5.078929728,3.36096787,8.797127234,1.552896347,0.03469542,5.021341923,0.016810938,0.02181156,0.035581422,0.005871357,1.426454486,0.086936085,0.270876162,0.041198716,0.064161429,0.028900169,0.024213321,0.057993118,0.292089114,0.016643058,0.102465409,1.328845403,0.02923257,0.01187658,0.038403999,0.065610101,0.076657312,4.139897293,0.101259784,0.199322639,0.008016987,0.151959581,0.059990082,0.024378593,0.328635864,0.141708666,0.042043424,0.107285843,3.706388105,0.082666035,0.029876325,0.054965877,0.355309857,0.018243285,0.06023522,0.018528894,0.270603119,0.042432482,0.037297593,0.071756825,0.016835579,0.013380123,0.039925535,0.115982806,0.177308176,0.04817838,0.108702216,0.322680673,0.03634434,0.063830015,0.043244774,0.003471546,0.016521359,0.042582439,0.041919446,0.055501439,0.086797872,2.998788726,0.024549433,0.010668653,0.06068232,0.006038649,0.182253785,0.038540802,0.179376431,0.012866148,0.125032323,1.319230468,0.017052411,0.015678483,0.013693545
190212_15,1.752776626,0.437736946,0.188048865,0.02748954,0.004525858,0.116222123,0.051496861,0.042959854,0.032557437,0.010084624,0.821959527,1.157381746,0.26246736,0.025813255,0.340636361,0.00763905,0.007748946,0.010108696,0.041148271,0.220088702,0.044418822,0.098841129,0.183494681,0.007534436,0.193601201,0.016794665,0.024453567,0.031466317,0.018631533,0.08753258,0.104108865,0.105192044,0.011060614,0.417582633,0.005760466,0.261154355,0.027449752,0.057960978,0.008330606,0.04261008,0.330799373,2.987869182,0.021748844,0.008750005,0.012759244,0.134399867,0.066799548,0.018160716,0.255683407,0.014845177,0.030712561,0.063598922,0.453823973,1.623993089,1.313815838,0.062375113,3.157726447,0.361766182,0.303730146,0.01005173,0.026465156,0.013440533,0.022029956,0.017516158,0.029431885,0.038737385,0.030068851,0.085766468,5.423607092,0.189858122,0.062690531,1.343665179,0.008340839,0.032735231,1.642531256,0.008569719,0.085830661,0.60667522,5.213255816,0.032911114,0.129806825,0.043449178,0.053408887,0.455036751,0.006765396,0.017419586,0.015344984,0.035078518,0.221373099,0.023303753,0.014256339,0.20032847,0.01503038,0.038229604,0.020236332,18.13097278,0.017007347,0.040007893,0.006989491,0.017421663,0.095887607,5.634611581,3.122509059,6.22825673,2.416890871,0.030713309,4.662462519,0.014754602,0.019061033,0.02124304,0.004646038,2.778700647,0.030062289,0.471897387,0.043960847,0.123567219,0.082646316,0.075823969,0.108648147,0.224147232,0.010673095,0.083816481,1.844413389,0.057622568,0.007098308,0.024122118,0.046894582,0.068930635,4.588012808,0.168482758,0.057801591,0.005691953,0.420602043,0.064506466,0.032621231,0.54840115,0.126448756,0.019275758,0.06117644,4.573695348,0.109660454,0.02421791,0.035697657,0.738377757,0.030083653,0.029588979,0.012543206,0.181531802,0.037964408,0.030620308,0.038570871,0.018133055,0.008422443,0.021117959,0.092514337,0.213043257,0.050428186,0.030754609,0.086622976,0.05897581,0.056809187,0.092020976,0.010003768,0.038393642,0.019307107,0.089740138,0.024196944,0.066477668,2.96511353,0.012997959,0.022362817,0.040099183,0.005398415,0.242650577,0.061704356,0.462772505,0.027321083,0.704403832,1.188869278,0.021948252,0.029132499,0.012754941
190212_16,1.357019631,0.218514604,0.09648854,0.064583905,0.008555247,0.056075398,0.030718954,0.012280809,0.016954931,0.009355876,0.595325565,1.088750994,0.180545597,0.020090833,0.153238336,0.010617152,0.010432654,0.013155642,0.029785219,0.083215967,0.044005279,0.10420242,0.069355602,0.009807978,0.059362212,0.015231179,0.014825341,0.027745373,0.02552397,0.070114021,0.063050652,0.089552117,0.011588208,0.332708386,0.005302495,0.125617048,0.038552269,0.038432993,0.009983771,0.022272927,0.322713089,2.553538354,0.035028851,0.01606579,0.016063684,0.085049019,0.050201565,0.011688962,0.071333724,0.01103555,0.019952638,0.052112517,0.247146216,2.179497001,1.260462888,0.073217888,2.655494809,0.158699017,0.114388455,0.011087577,0.011911536,0.009323046,0.025133592,0.016087253,0.022061443,0.028895084,0.019980023,0.062766195,7.385252571,0.093143539,0.061578209,0.350617999,0.011686141,0.017498249,2.180121439,0.008727026,0.062653597,0.817438903,6.744753892,0.051862679,0.233768199,0.098464476,0.107826234,1.019138797,0.011838047,0.023646563,0.025067059,0.071655223,0.2172327,0.051240467,0.012799644,0.064180212,0.015203556,0.071748346,0.009788741,29.86901808,0.026708379,0.009605079,0.009972484,0.037526284,0.055209468,3.311808644,2.426814241,7.710609276,0.430367186,0.049647318,3.357855279,0.020134354,0.019381737,0.038675519,0.016008637,1.614128872,0.02568943,0.408398151,0.05103868,0.050176565,0.034107755,0.026834809,0.045068266,0.208315055,0.019503,0.100356787,0.55259746,0.02854938,0.015959273,0.038607594,0.116721343,0.044753523,6.132164257,0.061241885,0.053431663,0.005723,0.145540553,0.060576708,0.041852636,0.20876215,0.095375077,0.01464295,0.058228956,2.213209927,0.080764559,0.039850627,0.067122872,0.376034736,0.01805051,0.02066074,0.02225993,0.290985876,0.049074588,0.067473902,0.021656041,0.024486818,0.014905944,0.033234273,0.165909126,0.094895391,0.032701448,0.040172007,0.250636128,0.04505674,0.109989688,0.075345014,0.00380537,0.020020166,0.033680692,0.02362987,0.025026717,0.116212643,0.651991776,0.012384942,0.006341078,0.121687076,0.007463365,0.182036759,0.03242343,0.162152602,0.010444737,0.097466393,1.44508146,0.021900236,0.015661621,0.015616073
190212_3,2.007357664,0.56307296,0.089989504,0.118216467,0.022208399,0.219715486,0.07437123,0.004831914,0.167952405,0.022450167,0.881270225,1.524763229,0.753351418,0.03493516,0.990718233,0.009511195,0.009154829,0.012622185,0.033081845,0.100565456,0.053185472,0.141253996,0.082039636,0.021997774,0.082653861,0.025354237,0.029764269,0.067719726,0.235239622,0.173149365,0.298339876,0.166201663,0.013399928,0.450305602,0.015029728,0.17146117,0.021382324,0.122441885,0.011005606,0.068982881,0.436051671,3.878578946,0.085519896,0.006128634,0.020210237,0.186095387,0.076909679,0.019759834,0.485642372,0.021241701,0.02599355,0.050815114,0.466537279,1.185435602,1.786175579,0.098796143,4.087464659,1.055214924,0.255121307,0.031539392,0.015970242,0.029000295,0.012263887,0.024145253,0.032507459,0.037074824,0.025472382,0.073191919,5.185004671,0.143746076,0.57925596,0.833405465,0.009380463,0.029194799,1.213190016,0.010375911,0.073377628,2.161247268,5.955362612,0.04922805,0.08867652,0.169909143,0.100214685,0.295339691,0.0081334,0.017378128,0.052837253,0.032953478,1.012195718,0.01898023,0.020281262,0.327186859,0.028863132,0.044937778,0.016469234,14.25993293,0.027280956,0.012823466,0.006789214,0.121036724,0.078396275,4.62391557,2.27958002,4.360006455,0.602110188,0.033413685,2.287931859,0.02955079,0.024204974,0.057125766,0.003153942,3.508013185,0.028248763,1.131658484,0.028690414,0.109892758,0.05496087,0.076160613,0.055410854,0.092311951,0.035601161,0.076953972,0.834271839,0.03105515,0.040449281,0.066669374,0.06915707,0.064182947,4.949621485,0.450170761,0.081006816,0.008359091,0.771081572,0.064111979,0.027233318,0.749576792,0.070819297,0.071071013,0.326224747,3.89653283,0.190537067,0.054087056,0.122185742,0.501084035,0.031449248,0.077942946,0.044357883,0.271570413,0.06738545,0.061952345,0.095314081,0.018031902,0.04246809,0.063258092,0.08299552,0.061809344,0.082182552,0.050736375,0.162066937,0.229210951,0.082232843,0.181203622,0.010171861,0.045190763,0.022383611,0.038433313,0.003506126,0.072910688,3.23901894,0.078400226,0.010209955,0.040860134,0.005874351,0.293768661,0.052688888,1.687176194,0.017894106,0.554772912,1.714604175,0.031929295,0.026566019,0.025793898
190212_4,2.695059026,0.912267629,0.061806353,0.156884481,0.007007982,0.240737235,0.177581643,0.013293114,0.065827143,0.049912715,1.526722152,2.418311438,0.682028585,0.0398953,0.546652616,0.010099919,0.006293382,0.008671838,0.034195272,0.427520402,0.064488473,0.133628203,0.56582442,0.010281731,0.143236073,0.021673487,0.05000801,0.054827583,0.065443869,0.128994551,0.324208681,0.16206635,0.009270581,0.639893391,0.0237344,0.804637976,0.017556811,0.167313599,0.020947759,0.074931118,0.563544249,4.398885323,0.02692718,0.004738236,0.013844897,0.102411344,0.044068338,0.026132011,0.335997239,0.006815746,0.039604203,0.05613178,0.779283003,1.488579751,2.421906295,0.067608231,4.640885824,0.580278294,0.238884676,0.00591249,0.039318862,0.021321664,0.015208095,0.025178646,0.063351682,0.038636655,0.042767594,0.078049101,5.783386261,0.73713489,0.217835626,0.845201892,0.00827905,0.048524815,1.511001432,0.013562722,0.077996913,1.413262864,7.175558184,0.055920468,0.139525072,0.076137574,0.072904358,0.312701787,0.006799261,0.035943183,0.020663921,0.034122506,0.355924654,0.018703452,0.010404543,0.313727263,0.023201532,0.033766605,0.021089886,15.61764641,0.022885955,0.078467999,0.007477502,0.041029741,0.083417595,4.517664115,1.072348535,1.278826174,0.245699862,0.034951588,0.723331964,0.014291441,0.011097062,0.028225717,0.003521643,4.043252342,0.029431342,0.797722123,0.051921311,0.118634586,0.037477703,0.050738647,0.052207404,0.337001561,0.01529605,0.067960119,1.145259513,0.039378581,0.013039352,0.026829422,0.073759039,0.058611223,5.974645476,0.24283027,0.04882541,0.006220536,0.409095353,0.071925747,0.039307877,0.42892143,0.057843123,0.021430373,0.081748846,3.595935346,0.196126419,0.049568454,0.061352375,0.613687926,0.016624311,0.04833504,0.019037927,0.325015554,0.055743693,0.036767916,0.050821135,0.037063106,0.014202445,0.021649744,0.113436775,0.086574351,0.046641333,0.012407879,0.134233325,0.027076678,0.082820755,0.135855258,0.015051961,0.166308446,0.015014803,0.010065191,1.275938914,0.06567659,1.21194332,0.013973674,0.006247845,0.034864256,0.006607424,0.207138163,0.069369204,0.710877876,0.023644174,0.831778994,2.236488212,0.047557795,0.045729156,0.00926078
190212_5,2.075866717,0.762086729,0.082831235,0.144561739,0.007875748,0.122110124,0.111736889,0.009456878,0.049158199,0.018994621,0.91529302,1.582031697,0.461759061,0.03052982,0.435934842,0.008653796,0.006707165,0.009870223,0.034981897,0.052670553,0.045040655,0.164441792,0.058847004,0.010591197,0.116643222,0.025388964,0.03300484,0.042521515,0.038156267,0.120594355,0.315108673,0.229199127,0.011373653,0.471667969,0.017486241,0.319556356,0.019887542,0.115767562,0.015360148,0.06634079,0.296845782,4.494013403,0.026667356,0.008955634,0.014301402,0.037211808,0.06703499,0.06027118,0.323444098,0.016090723,0.038626841,0.050280493,0.505609693,1.223226607,1.955513448,0.122224783,5.140633196,0.462174375,0.451942217,0.011297836,0.031406379,0.022814877,0.014546553,0.031409475,0.040123424,0.04285184,0.032711047,0.073799256,5.207803186,0.236929733,0.135526822,0.988159144,0.008621643,0.03855432,1.248430074,0.010250459,0.073922274,1.811002477,7.008016159,0.042235724,0.130207159,0.081200564,0.087498678,0.254961766,0.006195152,0.022914715,0.029026619,0.024462836,0.690409287,0.01660974,0.011320503,0.304751786,0.022127866,0.03455774,0.024434349,15.17994941,0.023110582,0.005054385,0.009888039,0.037891659,0.129628673,5.214971882,1.680880477,5.177875759,0.594547668,0.023616062,1.809998821,0.017209722,0.020418441,0.318275069,0.004041799,3.466132526,0.01940323,1.182801116,0.031167504,0.223932214,0.065833883,0.088900801,0.102961374,0.077560998,0.011677717,0.06868352,1.002233839,0.080256548,0.009803835,0.046231405,0.063618793,0.062061001,6.036353722,0.181622058,0.029503498,0.005098277,0.559749841,0.06025954,0.027324597,0.566246047,0.083976467,0.032461288,0.198361719,2.626275423,0.17432441,0.028461955,0.055860542,1.08326444,0.030335066,0.034537484,0.01450443,0.172581963,0.051416411,0.042618471,0.055817848,0.023748965,0.010769804,0.039746868,0.132266138,0.156449516,0.049092981,0.024719941,0.130873615,0.054645941,0.300867939,0.128607914,0.011233703,0.088038036,0.025665526,0.032498904,0.087151421,0.061453286,1.68558003,0.038690875,0.010336546,0.094300018,0.008178543,0.374846358,0.055568575,1.135743049,0.033412508,1.361974914,1.459961314,0.029894462,0.033364864,0.012494892
190212_6,1.975538143,0.575283053,0.067073842,0.177388346,0.008396897,0.245045371,0.09261312,0.011723178,0.070210916,0.021786299,1.036540465,1.579370659,0.284347005,0.024068833,0.550317706,0.00677492,0.005972024,0.008449614,0.026471395,0.12416473,0.041701922,0.205260167,0.141752501,0.009192408,0.110116452,0.038346815,0.032407193,0.031319649,0.034692391,0.05029635,0.259388665,0.148120761,0.009775041,0.589582462,0.015136648,0.450850657,0.023477803,0.145586401,0.013647946,0.047796609,0.741498928,4.724430412,0.027162472,0.003569955,0.012202071,0.044432655,0.04834804,0.018931687,0.389690114,0.006571278,0.037289386,0.042063988,0.529439243,1.269188232,1.485892531,0.06566871,5.395717714,0.586560029,0.450820889,0.009236742,0.024737526,0.017003386,0.016088427,0.027301828,0.039452182,0.044256509,0.031841993,0.053565542,5.166461295,0.361627147,0.138105173,0.718969328,0.007306385,0.036486838,1.292301261,0.008657787,0.053763493,1.801241264,7.580914646,0.036936137,0.161324301,0.11364452,0.088748265,0.274789939,0.005995784,0.014357324,0.031110911,0.013498701,0.442876737,0.018074164,0.0086502,0.253852519,0.017544017,0.029458572,0.018477277,14.58331356,0.020620614,0.027756296,0.007775158,0.028088623,0.096347204,4.671832734,1.955572178,4.232750428,0.401046882,0.028351641,1.364181862,0.013185934,0.017281462,0.027369733,0.002932202,3.841130334,0.015889839,0.889118614,0.036649577,0.159540829,0.047721378,0.035429322,0.085641074,0.17685982,0.009015046,0.074372075,0.980456808,0.053407552,0.006738158,0.066536498,0.060253604,0.108374736,6.139768579,0.220234872,0.031341382,0.003300798,0.443629203,0.064054667,0.02759347,0.279587214,0.089845148,0.030028044,0.182623222,3.080908499,0.139003192,0.021463977,0.049539439,0.840266256,0.016959516,0.046373856,0.012079626,1.732276881,0.040742615,0.03332431,0.072866636,0.015011944,0.008539931,0.043200021,0.090660944,0.137916604,0.071480181,0.008227483,0.125958221,0.052074031,0.081783488,0.054332299,0.005841312,0.056656328,0.017704179,0.008958015,0.081766548,0.063621945,2.818574442,0.053535977,0.00739747,0.040520499,0.005505915,0.183233017,0.058972699,0.940682405,0.038063107,1.424520369,1.587980435,0.025654889,0.032538007,0.007612303
190212_7,0.772942047,0.147051905,0.12875743,0.045958188,0.007222969,0.025598813,0.021555159,0.005870262,0.014160687,0.007792773,0.375311693,0.730689647,0.130765072,0.013905496,0.352296591,0.007907378,0.008053125,0.010937364,0.029263724,0.065676125,0.028045137,0.082191041,0.098347608,0.009431182,0.067828635,0.018896592,0.017461525,0.023803932,0.040847461,0.036109889,0.050641364,0.266683098,0.013819192,0.302692533,0.005181234,0.069240379,0.023785499,0.054470545,0.007552025,0.032532362,0.379056982,6.308437607,0.039920096,0.011079933,0.015146076,0.059795181,0.075151652,0.012338856,0.171902426,0.017028117,0.014887932,0.053565127,0.197468971,1.440636241,0.932327783,0.121336797,7.262293531,0.366243548,0.397242395,0.008327695,0.013245693,0.010852278,0.016545112,0.008197474,0.019506438,0.026729565,0.014337147,0.067250876,5.006613862,0.057098668,0.092119852,0.311963547,0.010224157,0.013283977,1.446355416,0.00732446,0.067322623,0.891071362,9.379702229,0.049419329,0.098498808,0.162420093,0.164009086,0.427852764,0.007907874,0.018727568,0.040565274,0.026728663,0.671346261,0.019603061,0.014060864,0.071810209,0.022089991,0.051906213,0.008156846,17.40190086,0.020545051,0.007275224,0.009006268,0.071293561,0.061554775,4.030077684,0.925429318,6.269508962,1.762427198,0.025557802,2.435218621,0.019149057,0.011819121,0.037771327,0.006592933,1.639291689,0.01940844,6.626193451,0.03012955,0.092446317,0.018135006,0.065826243,0.023398735,0.111097249,0.013236657,0.074630138,0.427134397,0.04157732,0.009994271,0.029363074,0.080980791,0.062324541,8.738323908,0.060985467,0.040366281,0.004469604,0.149675793,0.053673017,0.098832416,0.181641776,0.056473793,0.018163511,0.109560061,1.620647517,0.089187842,0.026137903,0.084270948,0.395729227,0.031741617,0.024533655,0.014675464,0.231844909,0.050958095,0.061440283,0.037904274,0.019370764,0.010603418,0.030312567,0.11567026,0.064774831,0.056905827,0.020327445,0.207318802,0.074630994,0.218247311,0.04056604,0.006608752,0.014086349,0.028960559,0.019935137,0.291785927,0.089849785,0.685776471,0.018618214,0.045155906,0.115140182,0.006072838,0.183590741,0.029598526,0.170923054,0.009523321,0.051754202,1.338523019,0.019921302,0.011473368,0.012128821
